iter,	 x,	 y
0,	0.9000000000000000222,	 1.7940813810110975979
1,	0.33087279149499360109,	 0.16239196627492302749
2,	0.34793461797832608839,	 0.00026339178366030502332
3,	0.34790579983944114328,	 1.8837598592114090934e-08
4,	0.34790580190019976259,	 9.999999999999999791e-17
