s, 	 Rs, 	 dRs
0, 	-3.8999999999999999112, 	1
0.010101010101010101869, 	-3.8849062709474608823, 	1.9976069414407575664
0.020202020202020203737, 	-3.8594783692571814626, 	3.0444272179389368915
0.030303030303030303871, 	-3.8232753062540294486, 	4.1290176550475337081
0.040404040404040407475, 	-3.7759813705921492222, 	5.2380580157051186418
0.050505050505050504139, 	-3.7174236309829531422, 	6.3566591819146527342
0.060606060606060607743, 	-3.6475857475857473844, 	7.4687839632894599262
0.070707070707070704407, 	-3.5666170302533939385, 	8.5577637051838557625
0.08080808080808081495, 	-3.4748359052921315993, 	9.606883465785648113
0.090909090909090911614, 	-3.3727272727272725739, 	10.600000000000004974
0.10101010101010100828, 	-3.2609336272714819494, 	11.522151489765422028
0.11111111111111110494, 	-3.1402402402402405102, 	12.360116873630389023
0.12121212121212121549, 	-3.0115551115551113526, 	13.102886124864149053
0.13131313131313132603, 	-2.8758847555457727196, 	13.742010564639532078
0.14141414141414140881, 	-2.7343071432891794537, 	14.271813259708132193
0.15151515151515151936, 	-2.5879432624113478667, 	14.689452240832958196
0.1616161616161616299, 	-2.4379287637727680149, 	14.994841986716021864
0.17171717171717171269, 	-2.2853870512909413293, 	15.190449758861387153
0.18181818181818182323, 	-2.131404958677685535, 	15.280991735537194032
0.19191919191919190602, 	-1.9770118770118767504, 	15.273058809322550999
0.20202020202020201656, 	-1.8231628855689003821, 	15.174703291910921266
0.2121212121212121271, 	-1.670726129216694833, 	14.995016019935922813
0.22222222222222220989, 	-1.5204744069912607962, 	14.743719227370286617
0.23232323232323232043, 	-1.3730807076731530447, 	14.43079495195823192
0.24242424242424243097, 	-1.2291172595520416522, 	14.066162570888467442
0.25252525252525254151, 	-1.0890575549112124776, 	13.659413071255842809
0.26262626262626265206, 	-0.95328076028712904755, 	13.219602401388970137
0.27272727272727270709, 	-0.8220779220779221852, 	12.755102040816328923
0.28282828282828281763, 	-0.69565941222644922526, 	12.273501886247567327
0.29292929292929292817, 	-0.57416311879121795236, 	11.781558636705144139
0.30303030303030303871, 	-0.45766296054065835897, 	11.285181926401325114
0.31313131313131314926, 	-0.34617738435358169635, 	10.789450298488565849
0.3232323232323232598, 	-0.23967758239602821035, 	10.298649522204268436
0.33333333333333331483, 	-0.13809523809523760463, 	9.8163265306122458043
0.34343434343434342537, 	-0.041329673036989977852, 	9.3453532275492001702
0.35353535353535353591, 	0.05074568022078107532, 	8.8879954496792858976
0.36363636363636364646, 	0.13827751196172299863, 	8.4459833795013850022
0.373737373737373757, 	0.22142757563083859118, 	8.0205806277933735515
0.38383838383838381203, 	0.30036831060453161868, 	7.612650006365102584
0.39393939393939392257, 	0.37527910685805432323, 	7.2227146814404425967
0.40404040404040403311, 	0.44634316057240946973, 	6.8510139358591493064
0.41414141414141414366, 	0.51374486412654418732, 	6.4975531847841994093
0.4242424242424242542, 	0.57766767198046831133, 	6.1621481997259710539
0.43434343434343436474, 	0.63829238468099136483, 	5.844463716341588011
0.44444444444444441977, 	0.69579579579579597937, 	5.544046749452156142
0.45454545454545453032, 	0.75034965034965073194, 	5.2603550295857965935
0.46464646464646464086, 	0.80211986779219524024, 	4.9927810227418021327
0.4747474747474747514, 	0.85126598729083235995, 	4.7406720104808268701
0.48484848484848486194, 	0.89794079794079773027, 	4.5033467002578966287
0.49494949494949497248, 	0.94229012112829613201, 	4.2801088135534843815
0.50505050505050508303, 	0.98445271664862166183, 	4.0702580675417472378
0.51515151515151513806, 	1.0245602881966520137, 	3.8730989290429835847
0.52525252525252530411, 	1.0627375674761920799, 	3.6879474804466725324
0.53535353535353535914, 	1.0991024594083593779, 	3.5141366983373565347
0.54545454545454541417, 	1.1337662337662339773, 	3.3510204081632664064
0.55555555555555558023, 	1.1668337510442783334, 	3.197976143365933055
0.56565656565656563526, 	1.1984037125143451874, 	3.0544071054460100179
0.57575757575757580131, 	1.2285689262567878188, 	2.9197433926960445483
0.58585858585858585634, 	1.257416582517797643, 	2.7934426398045220097
0.59595959595959591137, 	1.2850285330647870374, 	2.6749901881143856031
0.60606060606060607743, 	1.3114815703206204045, 	2.5638988868080847539
0.61616161616161613246, 	1.3368477029831606906, 	2.4597086084477464141
0.62626262626262629851, 	1.361194425604483893, 	2.3619855478603337673
0.63636363636363635354, 	1.3845849802371539283, 	2.2703213610585999405
0.6464646464646465196, 	1.4070786087735238645, 	2.1843321904710077952
0.65656565656565657463, 	1.4287307950257774891, 	2.1036576139772398264
0.66666666666666662966, 	1.449593495934960119, 	2.0279595478881633497
0.67676767676767679571, 	1.4697153615696985085, 	1.9569211278710056945
0.68686868686868685074, 	1.4891419437912101209, 	1.8902455867236280795
0.6969696969696970168, 	1.5079158936301793048, 	1.8276551436901293801
0.70707070707070707183, 	1.5260771475514356421, 	1.7688899165468461305
0.71717171717171712686, 	1.5436631028809801869, 	1.713706864854553924
0.72727272727272729291, 	1.5607087827426817661, 	1.6618787704682567163
0.73737373737373734794, 	1.5772469909037380997, 	1.6131932595327826974
0.747474747474747514, 	1.5933084569628765959, 	1.5674518686966776304
0.75757575757575756903, 	1.6089219723366068315, 	1.524469157085797999
0.76767676767676762406, 	1.6241145175094977571, 	1.4840718646384225554
0.77777777777777779011, 	1.638911381016644464, 	1.4460981166713131607
0.78787878787878784514, 	1.6533362706222156646, 	1.4103966739830000598
0.7979797979797980112, 	1.6674114171487199876, 	1.3768262273763114401
0.80808080808080806623, 	1.6811576713986557952, 	1.345254735169662208
0.81818181818181823228, 	1.6945945945945948274, 	1.3155588020452884113
0.82828282828282828731, 	1.7077405427462446497, 	1.2876230974337516955
0.83838383838383834235, 	1.7206127453343491585, 	1.2613398115432910007
0.8484848484848485084, 	1.7332273786819245576, 	1.2366081470976573176
0.85858585858585856343, 	1.7455996343636801527, 	1.2133338448368287121
0.86868686868686872948, 	1.7577437829849165141, 	1.1914287408535328971
0.87878787878787878451, 	1.7696732336419020992, 	1.1708103538779330854
0.88888888888888883955, 	1.7814005893569078154, 	1.1514015006778115513
0.8989898989898990056, 	1.7929376987629415119, 	1.1331299378079049411
0.90909090909090906063, 	1.8042957042957044056, 	1.115928028015938267
0.91919191919191922668, 	1.8154850871336147833, 	1.0997324296918820075
0.92929292929292928171, 	1.8265157091108510379, 	1.084483807828583668
0.93939393939393944777, 	1.8373968518133283467, 	1.0701265650445881406
0.9494949494949495028, 	1.8481372530532462761, 	1.0566085913022866816
0.95959595959595955783, 	1.8587451409045367967, 	1.0438810310355295385
0.96969696969696972388, 	1.8692282654688674448, 	1.0318980664796864044
0.97979797979797977892, 	1.8795939285300988786, 	1.0206167160733639054
0.98989898989898994497, 	1.8898490112440409217, 	1.0099966468740708692
1, 	1.9000000000000003553, 	1
