s, 	 Rs, 	 dRs
0, 	-3.8999999999999999112, 	1
0.010101010101010101869, 	-3.8893992501800935813, 	1.0999477356627926916
0.020202020202020203737, 	-3.8777582475128422601, 	1.2060094937090659606
0.030303030303030303871, 	-3.8650140428677013382, 	1.3184207495538369237
0.040404040404040407475, 	-3.8511013240467946162, 	1.4374135984210656414
0.050505050505050504139, 	-3.8359524599339520634, 	1.5632147332179100463
0.060606060606060607743, 	-3.819497566336944594, 	1.6960431689441328729
0.070707070707070704407, 	-3.8016645961553749977, 	1.8361076996012029028
0.08080808080808081495, 	-3.7823794566394921546, 	1.9836040754447670231
0.090909090909090911614, 	-3.7615661566156615159, 	2.1387118909910798337
0.10101010101010100828, 	-3.7391469866348310269, 	2.3015911775412014606
0.11111111111111110494, 	-3.7150427350427355222, 	2.4723786982248521227
0.12121212121212121549, 	-3.6891729429652415639, 	2.6511839487833741558
0.13131313131313132603, 	-3.6614562011389510943, 	2.8380848735938677407
0.14141414141414140881, 	-3.6318104913846722681, 	3.0331233138545039552
0.15151515151515151936, 	-3.6001535753080871061, 	3.2363002134515750363
0.1616161616161616299, 	-3.5664034325056022112, 	3.4475706178279486025
0.17171717171717171269, 	-3.5304787501422323359, 	3.6668385121445141728
0.18181818181818182323, 	-3.4922994652406416094, 	3.8939515570934273292
0.19191919191919190602, 	-3.4517873603659730009, 	4.1286957937434962673
0.20202020202020201656, 	-3.4088667126010898656, 	4.3707904025589625618
0.2121212121212121271, 	-3.363464994775339445, 	4.6198826159334132058
0.22222222222222220989, 	-3.3155136268343818884, 	4.8755428978284083286
0.23232323232323232043, 	-3.2649487740209388598, 	5.1372605179102714956
0.24242424242424243097, 	-3.211712187183885181, 	5.4044396603478697116
0.25252525252525254151, 	-3.1557520790597335392, 	5.6763962184826226576
0.26262626262626265206, 	-3.0970240287975507876, 	5.9523554351390499662
0.27272727272727270709, 	-3.0354919053549194174, 	6.2314505535747795051
0.28282828282828281763, 	-2.9711287987167818159, 	6.51272264510306087
0.29292929292929292817, 	-2.9039179462276485388, 	6.7951217753917374509
0.30303030303030303871, 	-2.83385363973599258, 	7.0775096615365962194
0.31313131313131314926, 	-2.7609420977907994654, 	7.3586639555209689689
0.3232323232323232598, 	-2.6852022858734265753, 	7.6372842660796589342
0.33333333333333331483, 	-2.6066666666666664653, 	7.9119999999999999218
0.34343434343434342537, 	-2.5253818617319825357, 	8.1813800655434114617
0.35353535353535353591, 	-2.4414092057580121242, 	8.4439444353575474622
0.36363636363636364646, 	-2.3548251748251747273, 	8.6981775147929010217
0.373737373737373757, 	-2.2657216709585785708, 	8.942543205209101842
0.38383838383838381203, 	-2.17420614665532419, 	9.1755014923778634994
0.39393939393939392257, 	-2.080401555093998045, 	9.3955263296073319168
0.40404040404040403311, 	-1.984446114361485769, 	9.6011245262295012992
0.41414141414141414366, 	-1.8864928772361877485, 	9.7908552973682869691
0.4242424242424242542, 	-1.7867091017898915073, 	9.9633500833201722457
0.43434343434343436474, 	-1.6852754222262746886, 	10.117332209265713416
0.44444444444444441977, 	-1.5823848238482387529, 	10.251635930993456824
0.45454545454545453032, 	-1.4782414307004470011, 	10.365224402042466423
0.46464646464646464086, 	-1.3730591191098806547, 	10.457206103738826641
0.4747474747474747514, 	-1.2670599748759732162, 	10.526849302844045297
0.48484848484848486194, 	-1.1604726160689460279, 	10.57359414190724678
0.49494949494949497248, 	-1.053530407111308298, 	10.597062023952656062
0.50505050505050508303, 	-0.94646959288869070281, 	10.597062023952656062
0.51515151515151513806, 	-0.83952738393105375003, 	10.573594141907245003
0.52525252525252530411, 	-0.73294002512402611771, 	10.526849302844045297
0.53535353535353535914, 	-0.6269408808901194563, 	10.457206103738826641
