s, 	 Rs, 	 dRs
0, 	-2.1999999999999997335, 	1
0.010101010101010101869, 	-2.1877146753576957039, 	1.4364530368803314353
0.020202020202020203737, 	-2.170908150186380503, 	1.894436907848284557
0.030303030303030303871, 	-2.1493874919406832369, 	2.3689452240832955532
0.040404040404040407475, 	-2.1230145769067925166, 	2.8541503818709887952
0.050505050505050504139, 	-2.0917137476459508605, 	3.3435383920876602382
0.060606060606060607743, 	-2.0554778554778554422, 	3.830092983939137774
0.070707070707070704407, 	-2.0143722234631322721, 	4.3065216210179357859
0.08080808080808081495, 	-1.9685361631107622937, 	4.7655115162812196061
0.090909090909090911614, 	-1.918181818181817766, 	5.2000000000000010658
0.10101010101010100828, 	-1.8635902801130912465, 	5.6034412767723704718
0.11111111111111110494, 	-1.8051051051051048013, 	5.9700511322132934211
0.12121212121212121549, 	-1.7431235431235430067, 	6.2950126796280629904
0.13131313131313132603, 	-1.6780859441876385674, 	6.5746296220297937296
0.14141414141414140881, 	-1.610463920643561142, 	6.8064183011223065023
0.15151515151515151936, 	-1.5407479045776915072, 	6.9891353553644171015
0.1616161616161616299, 	-1.4694347432414947008, 	7.1227433691882575673
0.17171717171717171269, 	-1.3970159258488776821, 	7.208321769501854881
0.18181818181818182323, 	-1.3239669421487600953, 	7.2479338842975202795
0.19191919191919190602, 	-1.2507381507381505337, 	7.2444632290786143969
0.20202020202020201656, 	-1.1777473988000304317, 	7.2014326902110266104
0.2121212121212121271, 	-1.1053744997141221607, 	7.1228195087219638992
0.22222222222222220989, 	-1.0339575530586766483, 	7.0128771619744982857
0.23232323232323232043, 	-0.96379099142518620535, 	6.8759727914817245775
0.24242424242424243097, 	-0.89512516469038183597, 	6.7164461247637028407
0.25252525252525254151, 	-0.8281672257282007843, 	6.5384932186744295635
0.26262626262626265206, 	-0.76308305989834623873, 	6.3460760506076727694
0.27272727272727270709, 	-0.69999999999999995559, 	6.1428571428571423496
0.28282828282828281763, 	-0.6390100837581622617, 	5.9321570752333094845
0.29292929292929292817, 	-0.58017363719843051406, 	5.7169319035584988953
0.30303030303030303871, 	-0.52352299978199268171, 	5.4997670928005790714
0.31313131313131314926, 	-0.46906624201832836096, 	5.2828845055887461157
0.3232323232323232598, 	-0.41679076048008067978, 	5.0681591659643654424
0.33333333333333331483, 	-0.36666666666666658525, 	4.8571428571428567622
0.34343434343434342537, 	-0.31864991377186502319, 	4.6510920370527735201
0.35353535353535353591, 	-0.27268512853977178167, 	4.4509980092346861369
0.36363636363636364646, 	-0.22870813397129197142, 	4.2576177285318550503
0.373737373737373757, 	-0.18664816293423558413, 	4.0715040246595997075
0.38383838383838381203, 	-0.14642977320142647191, 	3.8930343777847316034
0.39393939393939392257, 	-0.10797448165869227843, 	3.7224376731301926924
0.40404040404040403311, 	-0.071202139976843770164, 	3.5598185969383768779
0.41414141414141414366, 	-0.036032076490091546894, 	3.4051795183430866309
0.4242424242424242542, 	-0.0023840298721813368843, 	3.258439837380112003
0.43434343434343436474, 	0.029821100116115717427, 	3.1194528758994439777
0.44444444444444441977, 	0.060660660660660559174, 	2.9880204528853173684
0.45454545454545453032, 	0.090209790209790252646, 	2.863905325443785177
0.46464646464646464086, 	0.11854107852272144363, 	2.746841697449537989
0.4747474747474747514, 	0.14572432398519341579, 	2.6365440045853612006
0.48484848484848486194, 	0.17182637182637161555, 	2.5327141813628291089
0.49494949494949497248, 	0.19691101890272044717, 	2.4350476059296495279
0.50505050505050508303, 	0.22103897262468108487, 	2.3432379045495137504
0.51515151515151513806, 	0.24426785335876244343, 	2.2569807814563045412
0.52525252525252530411, 	0.26665223122537951017, 	2.1759770226954189276
0.53535353535353535914, 	0.28824368962752078271, 	2.0999348055225928178
0.54545454545454541417, 	0.30909090909090919386, 	2.0285714285714284699
0.55555555555555558023, 	0.32923976608187166537, 	1.9616145627225953785
0.56565656565656563526, 	0.34873344240684422957, 	1.898803108632629133
0.57575757575757580131, 	0.36761254160098089105, 	1.8398877343045192401
0.58585858585858585634, 	0.38591520939699097692, 	1.7846311549144782127
0.59595959595959591137, 	0.403677255943116986, 	1.7328082073000437013
0.60606060606060607743, 	0.42093227792436238577, 	1.6842057629785367467
0.61616161616161613246, 	0.43771177914604209036, 	1.6386225161958889451
0.62626262626262629851, 	0.45404528847468894615, 	1.5958686771888959122
0.63636363636363635354, 	0.46996047430830045766, 	1.5557655954631373074
0.6464646464646465196, 	0.48548325497478039825, 	1.5181453333310659382
0.65656565656565657463, 	0.50063790464195934149, 	1.4828502061150423685
0.66666666666666662966, 	0.51544715447154498822, 	1.449732302201071299
0.67676767676767679571, 	0.52993228886856125204, 	1.4186529934435649913
0.68686868686868685074, 	0.54411323677229039841, 	1.3894824441915871738
0.6969696969696970168, 	0.55800865800865806499, 	1.3620991253644314511
0.70707070707070707183, 	0.57163602478102581994, 	1.3363893384892451266
0.71717171717171712686, 	0.58501169841951983219, 	1.312246753373867314
0.72727272727272729291, 	0.59815100154083233885, 	1.289571962079862244
0.73737373737373734794, 	0.61106828579311267546, 	1.2682720510455922636
0.747474747474747514, 	0.62377699537580377775, 	1.2482601925547962551
0.75757575757575756903, 	0.63628972653362902978, 	1.2294552562250364858
0.76767676767676762406, 	0.64861828322858705587, 	1.2117814407793097153
0.77777777777777779011, 	0.66077372919478183366, 	1.1951679260436995911
0.78787878787878784514, 	0.67276643657903756335, 	1.1795485448675624429
0.7979797979797980112, 	0.68460613136620129815, 	1.1648614744771361718
0.80808080808080806623, 	0.69630193578236632135, 	1.1510489466367270772
0.81818181818181823228, 	0.70786240786240794964, 	1.1380569758948135828
0.82828282828282828731, 	0.71929557836057256281, 	1.1258351051272663668
0.83838383838383834235, 	0.73060898517468686464, 	1.1143361675501897157
0.8484848484848485084, 	0.74180970544606894546, 	1.1035160643552250903
0.85858585858585856343, 	0.75290438548865512569, 	1.0933335571161124644
0.86868686868686872948, 	0.76389926869226476569, 	1.0837500741234205037
0.87878787878787878451, 	0.77480022153651406658, 	1.0747295298215957526
0.88888888888888883955, 	0.78561275784364725805, 	1.0662381565465424149
0.8989898989898990056, 	0.79634206139060514928, 	1.0582443477909584395
0.90909090909090906063, 	0.80699300699300702266, 	1.0507185122569728808
0.91919191919191922668, 	0.81757018016641069824, 	1.043632937990198295
0.92929292929292928171, 	0.82807789546327026375, 	1.0369616659250053825
0.93939393939393944777, 	0.83852021357742212437, 	1.030680372207007256
0.9494949494949495028, 	0.84890095730170400667, 	1.0247662586947503538
0.95959595959595955783, 	0.85922372641846223029, 	1.0191979510780442286
0.96969696969696972388, 	0.8694919115971747603, 	1.0139554040848628436
0.97979797979797977892, 	0.87970870736828188363, 	1.009019813282096667
0.98989898989898994497, 	0.88987712423744957935, 	1.0043735330074059497
1, 	0.9000000000000000222, 	1
