s, 	 Rs, 	 dRs
0.43434343434343436474, 	0.051046737664823149672, 	1.1284004440903756539
0.44444444444444441977, 	0.062489557226399317091, 	1.137373508960370927
0.45454545454545453032, 	0.074025974025973995118, 	1.1469387755102040671
0.46464646464646464086, 	0.085662156893038132743, 	1.1571335436460847834
0.4747474747474747514, 	0.097404659608495591794, 	1.1679967175279171165
0.48484848484848486194, 	0.10926043653316380722, 	1.1795686830651865851
0.49494949494949497248, 	0.1212368567246125961, 	1.1918911292213592024
0.50505050505050508303, 	0.13334171591433008341, 	1.2050068008470928849
0.51515151515151513806, 	0.14558324558324553522, 	1.2189591687661185393
0.52525252525252530411, 	0.15797011821856549174, 	1.2337920006550515684
0.53535353535353535914, 	0.17051144765692727301, 	1.2495488139213626333
0.54545454545454541417, 	0.18321678321678314116, 	1.2662721893491124536
0.55555555555555558023, 	0.19609609609609612857, 	1.2840029218407595923
0.56565656565656563526, 	0.20915975626046834357, 	1.3027789822713495838
0.57575757575757580131, 	0.22241849777394806509, 	1.3226342624828733019
0.58585858585858585634, 	0.23588337023451527719, 	1.3435970740490124076
0.59595959595959591137, 	0.24956567367634555077, 	1.3656883709911964431
0.60606060606060607743, 	0.26347687400318980933, 	1.3889196675900277178
0.61616161616161613246, 	0.27762849573873193965, 	1.4132906253978188005
0.62626262626262629851, 	0.2920319886442848123, 	1.438786289237085958
0.63636363636363635354, 	0.30669856459330141485, 	1.4653739612188365626
0.6464646464646465196, 	0.32163900104680731573, 	1.4929997156049554796
0.65656565656565657463, 	0.33686340759511490539, 	1.5215845767218250106
0.66666666666666662966, 	0.35238095238095235029, 	1.5510204081632652517
0.67676767676767679571, 	0.3681995458694488077, 	1.5811655951377672213
0.68686868686868685074, 	0.38432548046149278553, 	1.6118406436555354766
0.6969696969696970168, 	0.40076302594288215619, 	1.6428238704000828196
0.70707070707070707183, 	0.41751398280323898105, 	1.6738474147940713976
0.71717171717171712686, 	0.43457719811263784138, 	1.7045938678904728469
0.72727272727272729291, 	0.45194805194805198756, 	1.7346938775510205577
0.73737373737373734794, 	0.46961792630582432917, 	1.7637251500868105225
0.747474747474747514, 	0.48757367293952669218, 	1.7912133169534900645
0.75757575757575756903, 	0.50579710144927536586, 	1.8166351606805291041
0.76767676767676762406, 	0.52426451392654160877, 	1.8394246844973891619
0.77777777777777779011, 	0.54294631710362040167, 	1.8589824517106428026
0.78787878787878784514, 	0.56180674671240704576, 	1.8746885012459952868
0.7979797979797980112, 	0.58080374095411690938, 	1.8859189557444329122
0.80808080808080806623, 	0.59988899988899979654, 	1.8920661755826593264
0.81818181818181823228, 	0.61900826446280998727, 	1.892561983471074516
0.82828282828282828731, 	0.63810184222083532468, 	1.8869031099288369191
0.83838383838383834235, 	0.65710539622064645382, 	1.8746776241697511445
0.8484848484848485084, 	0.67595099935525471135, 	1.8555907650520597763
0.85858585858585856343, 	0.69456843887981611907, 	1.8294883287317582621
0.86868686868686872948, 	0.71288673661555024275, 	1.7963756602899705328
0.87878787878787878451, 	0.73083583083583081308, 	1.7564303828040093158
0.88888888888888883955, 	0.7483483483483482912, 	1.710007304601899758
0.8989898989898990056, 	0.76536138200749792571, 	1.6576344681103387657
0.90909090909090906063, 	0.78181818181818174551, 	1.6000000000000003109
0.91919191919191922668, 	0.79766966832318253466, 	1.537930216611602674
0.92929292929292928171, 	0.81287568560295830888, 	1.4723602315739909852
0.93939393939393944777, 	0.82740592740592744381, 	1.4042989977055908568
0.9494949494949495028, 	0.84124049208794970944, 	1.3347911988696656849
0.95959595959595955783, 	0.85437004778322145349, 	1.2648786259815700816
0.96969696969696972388, 	0.86679561573178598444, 	1.1955636034404706347
0.97979797979797977892, 	0.87852800413917986333, 	1.1277767011211836667
0.98989898989898994497, 	0.88958694496451939937, 	1.0623504338400469038
1, 	0.9000000000000000222, 	1
