s, 	 Rs, 	 dRs
0, 	-1.2000000000000001776, 	1
0.010101010101010101869, 	-1.1898958662330556546, 	1.0006247904296294848
0.020202020202020203737, 	-1.1797852265937371907, 	1.0012885447545851747
0.030303030303030303871, 	-1.1696676756827133481, 	1.0019936291549804697
0.040404040404040407475, 	-1.159542783427745638, 	1.0027425644397205406
0.050505050505050504139, 	-1.1494100934673430192, 	1.003538036956392876
0.060606060606060607743, 	-1.1392691214201511318, 	1.0043829103152868143
0.070707070707070704407, 	-1.129119353031549533, 	1.0052802379892864515
0.08080808080808081495, 	-1.1189602421882751671, 	1.0062332768557427087
0.090909090909090911614, 	-1.1087912087912088488, 	1.0072455017509962527
0.10101010101010100828, 	-1.0986116364757141373, 	1.0083206211129942531
0.11111111111111110494, 	-1.0884208701681401532, 	1.0094625937923631387
0.12121212121212121549, 	-1.0782182134662552375, 	1.0106756471173707901
0.13131313131313132603, 	-1.0680029258304966078, 	1.0119642963033457228
0.14141414141414140881, 	-1.0577742195719723739, 	1.0133333653023017806
0.15151515151515151936, 	-1.0475312566221657296, 	1.0147880091936036795
0.1616161616161616299, 	-1.0372731450682453058, 	1.0163337382214556737
0.17171717171717171269, 	-1.0269989354367918821, 	1.0179764435896092589
0.18181818181818182323, 	-1.0167076167076167792, 	1.0197224251278305118
0.19191919191919190602, 	-1.0063981120381735312, 	1.0215784209481038047
0.20202020202020201656, 	-0.99606927417785562362, 	1.0235516392110195483
0.2121212121212121271, 	-0.98571988055025205888, 	1.025649792123937365
0.22222222222222220989, 	-0.97534862798020705021, 	1.0278811322919569893
0.23232323232323232043, 	-0.96495412704131333648, 	1.0302544915399014513
0.24242424242424243097, 	-0.95453489599831065071, 	1.0327793223178622917
0.25252525252525254151, 	-0.94408935431775553582, 	1.035465741793542449
0.26262626262626265206, 	-0.93361581571936236301, 	1.0383245787207988631
0.27272727272727270709, 	-0.92311248073959939475, 	1.0413674231542660031
0.28282828282828281763, 	-0.91257742877854619579, 	1.044606679053409648
0.29292929292929292817, 	-0.90200860960075268657, 	1.0480556197841779387
0.30303030303030303871, 	-0.89140383426097713482, 	1.0517284464806331279
0.31313131313131314926, 	-0.88076076542634451627, 	1.055640349170226866
0.3232323232323232598, 	-0.87007690706780316248, 	1.059807570491938078
0.33333333333333331483, 	-0.85934959349593498246, 	1.0642474717430101538
0.34343434343434342537, 	-0.84857597771941417619, 	1.0689786008735773226
0.35353535353535353591, 	-0.83775301910895139113, 	1.0740207619044381815
0.36363636363636364646, 	-0.82687747035573133658, 	1.0793950850661626628
0.373737373737373757, 	-0.81594586372149224829, 	1.0851240967412709715
0.38383838383838381203, 	-0.80495449658796291992, 	1.0912317880279840399
0.39393939393939392257, 	-0.79389941632685701034, 	1.0977436804255051861
0.40404040404040403311, 	-0.78277640452867047749, 	1.1046868867571488781
0.41414141414141414366, 	-0.77158096064978654027, 	1.1120901649877827921
0.4242424242424242542, 	-0.760308285163776576, 	1.1199839620435030341
0.43434343434343436474, 	-0.74895326233517689474, 	1.1284004440903756539
0.44444444444444441977, 	-0.73751044277360078283, 	1.137373508960370927
0.45454545454545453032, 	-0.72597402597402593827, 	1.1469387755102040671
0.46464646464646464086, 	-0.71433784310696191167, 	1.1571335436460847834
0.4747474747474747514, 	-0.7025953403915043971, 	1.1679967175279171165
0.48484848484848486194, 	-0.6907395634668362927, 	1.1795686830651865851
0.49494949494949497248, 	-0.67876314327538733728, 	1.1918911292213592024
0.50505050505050508303, 	-0.66665828408566996099, 	1.2050068008470928849
0.51515151515151513806, 	-0.65441675441675450919, 	1.2189591687661185393
0.52525252525252530411, 	-0.64202988178143449716, 	1.2337920006550515684
0.53535353535353535914, 	-0.6294885523430727714, 	1.2495488139213626333
0.54545454545454541417, 	-0.61678321678321690325, 	1.2662721893491124536
0.55555555555555558023, 	-0.60390390390390391584, 	1.2840029218407595923
0.56565656565656563526, 	-0.59084024373953170084, 	1.3027789822713495838
0.57575757575757580131, 	-0.57758150222605197932, 	1.3226342624828733019
0.58585858585858585634, 	-0.56411662976548471171, 	1.3435970740490124076
0.59595959595959591137, 	-0.5504343263236545214, 	1.3656883709911964431
0.60606060606060607743, 	-0.53652312599681017957, 	1.3889196675900277178
0.61616161616161613246, 	-0.52237150426126810476, 	1.4132906253978188005
0.62626262626262629851, 	-0.50796801135571523211, 	1.438786289237085958
0.63636363636363635354, 	-0.49330143540669862956, 	1.4653739612188365626
0.6464646464646465196, 	-0.47836099895319272868, 	1.4929997156049554796
0.65656565656565657463, 	-0.46313659240488513902, 	1.5215845767218250106
0.66666666666666662966, 	-0.44761904761904769412, 	1.5510204081632652517
0.67676767676767679571, 	-0.43180045413055123671, 	1.5811655951377672213
0.68686868686868685074, 	-0.41567451953850725888, 	1.6118406436555354766
0.6969696969696970168, 	-0.39923697405711788821, 	1.6428238704000828196
0.70707070707070707183, 	-0.38248601719676106336, 	1.6738474147940713976
0.71717171717171712686, 	-0.36542280188736220303, 	1.7045938678904728469
0.72727272727272729291, 	-0.34805194805194805685, 	1.7346938775510205577
0.73737373737373734794, 	-0.33038207369417571524, 	1.7637251500868105225
0.747474747474747514, 	-0.31242632706047335223, 	1.7912133169534900645
0.75757575757575756903, 	-0.29420289855072467855, 	1.8166351606805291041
0.76767676767676762406, 	-0.27573548607345838013, 	1.8394246844973891619
0.77777777777777779011, 	-0.25705368289637958723, 	1.8589824517106428026
0.78787878787878784514, 	-0.23819325328759299865, 	1.8746885012459952868
0.7979797979797980112, 	-0.21919625904588307952, 	1.8859189557444329122
0.80808080808080806623, 	-0.20011100011100019236, 	1.8920661755826593264
0.81818181818181823228, 	-0.18099173553719000163, 	1.892561983471074516
0.82828282828282828731, 	-0.16189815777916466422, 	1.8869031099288369191
