s, 	 Rs, 	 dRs
0.83838383838383834235, 	-0.14289460377935361834, 	1.8746776241697511445
0.8484848484848485084, 	-0.12404900064474531918, 	1.8555907650520597763
0.85858585858585856343, 	-0.1054315611201839531, 	1.8294883287317582621
0.86868686868686872948, 	-0.087113263384449773907, 	1.7963756602899705328
0.87878787878787878451, 	-0.069164169164169189696, 	1.7564303828040093158
0.88888888888888883955, 	-0.05165165165165172545, 	1.710007304601899758
0.8989898989898990056, 	-0.03463861799250207707, 	1.6576344681103387657
0.90909090909090906063, 	-0.018181818181818243385, 	1.6000000000000003109
0.91919191919191922668, 	-0.0023303316768174542339, 	1.537930216611602674
0.92929292929292928171, 	0.012875685602958278353, 	1.4723602315739909852
0.93939393939393944777, 	0.027405927405927427154, 	1.4042989977055908568
0.9494949494949495028, 	0.041240492087949678912, 	1.3347911988696656849
0.95959595959595955783, 	0.054370047783221381321, 	1.2648786259815700816
0.96969696969696972388, 	0.06679561573178592615, 	1.1955636034404706347
0.97979797979797977892, 	0.078528004139179860554, 	1.1277767011211836667
0.98989898989898994497, 	0.089586944964519382717, 	1.0623504338400469038
1, 	0.099999999999999977796, 	1
