iter,	 x,	 y
0,	0.10000000000000000555,	 2.4725274725274726251
1,	0.53021032504780118977,	 1.8808056726488078247
2,	0.34434308429261950568,	 0.76714386058926220535
3,	0.24662689760059869348,	 0.37034557965456382789
4,	0.27844148551829644989,	 0.050036041984255735793
5,	0.27465474514997129107,	 0.0024197761830601349775
6,	0.27446355874106115325,	 2.330270031131176367e-06
7,	0.27446374267845929928,	 8.2982384852492430127e-10
