iter,	 x,	 y
0,	0.5,	 1.9090909090909091717
1,	0.83870967741935475992,	 0.2282449662091554643
2,	0.88926094235828756496,	 0.10732390562789773103
3,	0.87309329498987686691,	 0.0068038363839182380843
4,	0.87203064296134391586,	 7.4586591903180732288e-05
5,	0.8720421658923218633,	 1.6394261193042325431e-07
6,	0.87204211306979195761,	 1.7871486102105649252e-07
