iter,	 x,	 y
0,	0.10000000000000000555,	 0.29963008631319359987
1,	0.3247918593894542072,	 0.068423579396299755162
2,	0.37249841961890883812,	 0.017289834483915855756
3,	0.38724456469098755829,	 0.0012339163274323050601
4,	0.38836998070893663515,	 3.0027068532167966453e-06
5,	0.38837272603497235979,	 9.6126484550040913746e-10
