dt, snp, Rnp
0, 0, -0.6
16666.6666666667, 0, -5.93333333333333
33333.3333333333, 0, -11.2666666666667
50000, 0, -16.6
66666.6666666667, 0, -21.9333333333333
83333.3333333333, 0, -27.2666666666667
100000, 0, -32.6
116666.666666667, 0, -37.9333333333333
133333.333333333, 0, -43.2666666666667
150000, 0, -48.6
166666.666666667, 0, -53.9333333333334
183333.333333333, 0, -59.2666666666667
200000, 0, -64.6
216666.666666667, 0, -69.9333333333334
233333.333333333, 0, -75.2666666666667
250000, 0, -80.6
266666.666666667, 0, -85.9333333333334
283333.333333333, 0, -91.2666666666667
300000, 0, -96.6
316666.666666667, 0, -101.933333333333
333333.333333333, 0, -107.266666666667
350000, 0, -112.6
366666.666666667, 0, -117.933333333333
383333.333333333, 0, -123.266666666667
400000, 0, -128.6
416666.666666667, 0, -133.933333333333
433333.333333333, 0, -139.266666666667
450000, 0, -144.6
466666.666666667, 0, -149.933333333333
483333.333333333, 0, -155.266666666667

0, 0.0344827586206897, -0.56551724137931
16666.6666666667, 0.0344827586206897, -5.88611172120946
33333.3333333333, 0.0344827586206897, -11.2067062010396
50000, 0.0344827586206897, -16.5273006808698
66666.6666666667, 0.0344827586206897, -21.8478951606999
83333.3333333333, 0.0344827586206897, -27.1684896405301
100000, 0.0344827586206897, -32.4890841203602
116666.666666667, 0.0344827586206897, -37.8096786001904
133333.333333333, 0.0344827586206897, -43.1302730800205
150000, 0.0344827586206897, -48.4508675598507
166666.666666667, 0.0344827586206897, -53.7714620396808
183333.333333333, 0.0344827586206897, -59.092056519511
200000, 0.0344827586206897, -64.4126509993411
216666.666666667, 0.0344827586206897, -69.7332454791713
233333.333333333, 0.0344827586206897, -75.0538399590014
250000, 0.0344827586206897, -80.3744344388316
266666.666666667, 0.0344827586206897, -85.6950289186617
283333.333333333, 0.0344827586206897, -91.0156233984919
300000, 0.0344827586206897, -96.336217878322
316666.666666667, 0.0344827586206897, -101.656812358152
333333.333333333, 0.0344827586206897, -106.977406837982
350000, 0.0344827586206897, -112.298001317812
366666.666666667, 0.0344827586206897, -117.618595797643
383333.333333333, 0.0344827586206897, -122.939190277473
400000, 0.0344827586206897, -128.259784757303
416666.666666667, 0.0344827586206897, -133.580379237133
433333.333333333, 0.0344827586206897, -138.900973716963
450000, 0.0344827586206897, -144.221568196793
466666.666666667, 0.0344827586206897, -149.542162676623
483333.333333333, 0.0344827586206897, -154.862757156454

0, 0.0689655172413793, -0.531034482758621
16666.6666666667, 0.0689655172413793, -5.80979755688322
33333.3333333333, 0.0689655172413793, -11.0885606310078
50000, 0.0689655172413793, -16.3673237051324
66666.6666666667, 0.0689655172413793, -21.646086779257
83333.3333333333, 0.0689655172413793, -26.9248498533816
100000, 0.0689655172413793, -32.2036129275062
116666.666666667, 0.0689655172413793, -37.4823760016308
133333.333333333, 0.0689655172413793, -42.7611390757555
150000, 0.0689655172413793, -48.03990214988
166666.666666667, 0.0689655172413793, -53.3186652240047
183333.333333333, 0.0689655172413793, -58.5974282981293
200000, 0.0689655172413793, -63.8761913722539
216666.666666667, 0.0689655172413793, -69.1549544463785
233333.333333333, 0.0689655172413793, -74.4337175205031
250000, 0.0689655172413793, -79.7124805946277
266666.666666667, 0.0689655172413793, -84.9912436687523
283333.333333333, 0.0689655172413793, -90.2700067428769
300000, 0.0689655172413793, -95.5487698170015
316666.666666667, 0.0689655172413793, -100.827532891126
333333.333333333, 0.0689655172413793, -106.106295965251
350000, 0.0689655172413793, -111.385059039375
366666.666666667, 0.0689655172413793, -116.6638221135
383333.333333333, 0.0689655172413793, -121.942585187625
400000, 0.0689655172413793, -127.221348261749
416666.666666667, 0.0689655172413793, -132.500111335874
433333.333333333, 0.0689655172413793, -137.778874409998
450000, 0.0689655172413793, -143.057637484123
466666.666666667, 0.0689655172413793, -148.336400558248
483333.333333333, 0.0689655172413793, -153.615163632372

0, 0.103448275862069, -0.496551724137931
16666.6666666667, 0.103448275862069, -5.6984981961574
33333.3333333333, 0.103448275862069, -10.9004446681769
50000, 0.103448275862069, -16.1023911401963
66666.6666666667, 0.103448275862069, -21.3043376122158
83333.3333333333, 0.103448275862069, -26.5062840842353
100000, 0.103448275862069, -31.7082305562547
116666.666666667, 0.103448275862069, -36.9101770282742
133333.333333333, 0.103448275862069, -42.1121235002937
150000, 0.103448275862069, -47.3140699723131
166666.666666667, 0.103448275862069, -52.5160164443326
183333.333333333, 0.103448275862069, -57.7179629163521
200000, 0.103448275862069, -62.9199093883715
216666.666666667, 0.103448275862069, -68.121855860391
233333.333333333, 0.103448275862069, -73.3238023324105
250000, 0.103448275862069, -78.5257488044299
266666.666666667, 0.103448275862069, -83.7276952764494
283333.333333333, 0.103448275862069, -88.9296417484689
300000, 0.103448275862069, -94.1315882204883
316666.666666667, 0.103448275862069, -99.3335346925078
333333.333333333, 0.103448275862069, -104.535481164527
350000, 0.103448275862069, -109.737427636547
366666.666666667, 0.103448275862069, -114.939374108566
383333.333333333, 0.103448275862069, -120.141320580586
400000, 0.103448275862069, -125.343267052605
416666.666666667, 0.103448275862069, -130.545213524625
433333.333333333, 0.103448275862069, -135.747159996644
450000, 0.103448275862069, -140.949106468664
466666.666666667, 0.103448275862069, -146.151052940683
483333.333333333, 0.103448275862069, -151.352999412702

0, 0.137931034482759, -0.462068965517241
16666.6666666667, 0.137931034482759, -5.5457923144512
33333.3333333333, 0.137931034482759, -10.6295156633852
50000, 0.137931034482759, -15.7132390123191
66666.6666666667, 0.137931034482759, -20.7969623612531
83333.3333333333, 0.137931034482759, -25.880685710187
100000, 0.137931034482759, -30.964409059121
116666.666666667, 0.137931034482759, -36.0481324080549
133333.333333333, 0.137931034482759, -41.1318557569889
150000, 0.137931034482759, -46.2155791059229
166666.666666667, 0.137931034482759, -51.2993024548568
183333.333333333, 0.137931034482759, -56.3830258037908
200000, 0.137931034482759, -61.4667491527247
216666.666666667, 0.137931034482759, -66.5504725016587
233333.333333333, 0.137931034482759, -71.6341958505927
250000, 0.137931034482759, -76.7179191995266
266666.666666667, 0.137931034482759, -81.8016425484606
283333.333333333, 0.137931034482759, -86.8853658973946
300000, 0.137931034482759, -91.9690892463285
316666.666666667, 0.137931034482759, -97.0528125952625
333333.333333333, 0.137931034482759, -102.136535944196
350000, 0.137931034482759, -107.22025929313
366666.666666667, 0.137931034482759, -112.303982642064
383333.333333333, 0.137931034482759, -117.387705990998
400000, 0.137931034482759, -122.471429339932
416666.666666667, 0.137931034482759, -127.555152688866
433333.333333333, 0.137931034482759, -132.6388760378
450000, 0.137931034482759, -137.722599386734
466666.666666667, 0.137931034482759, -142.806322735668
483333.333333333, 0.137931034482759, -147.890046084602

0, 0.172413793103448, -0.427586206896552
16666.6666666667, 0.172413793103448, -5.34494616252606
33333.3333333333, 0.172413793103448, -10.2623061181556
50000, 0.172413793103448, -15.1796660737851
66666.6666666667, 0.172413793103448, -20.0970260294146
83333.3333333333, 0.172413793103448, -25.0143859850441
100000, 0.172413793103448, -29.9317459406736
116666.666666667, 0.172413793103448, -34.8491058963031
133333.333333333, 0.172413793103448, -39.7664658519326
150000, 0.172413793103448, -44.6838258075621
166666.666666667, 0.172413793103448, -49.6011857631916
183333.333333333, 0.172413793103448, -54.5185457188211
200000, 0.172413793103448, -59.4359056744506
216666.666666667, 0.172413793103448, -64.3532656300802
233333.333333333, 0.172413793103448, -69.2706255857097
250000, 0.172413793103448, -74.1879855413392
266666.666666667, 0.172413793103448, -79.1053454969687
283333.333333333, 0.172413793103448, -84.0227054525982
300000, 0.172413793103448, -88.9400654082277
316666.666666667, 0.172413793103448, -93.8574253638572
333333.333333333, 0.172413793103448, -98.7747853194867
350000, 0.172413793103448, -103.692145275116
366666.666666667, 0.172413793103448, -108.609505230746
383333.333333333, 0.172413793103448, -113.526865186375
400000, 0.172413793103448, -118.444225142005
416666.666666667, 0.172413793103448, -123.361585097634
433333.333333333, 0.172413793103448, -128.278945053264
450000, 0.172413793103448, -133.196305008893
466666.666666667, 0.172413793103448, -138.113664964523
483333.333333333, 0.172413793103448, -143.031024920152

0, 0.206896551724138, -0.393103448275862
