iter,	 x,	 y
0,	0.10000000000000000555,	 2.9414634146341462895
1,	0.49840713781210660427,	 0.21688418400249465101
2,	0.51888015497154504896,	 0.00012842229407183936019
3,	0.51889231670123137086,	 6.507155703161515703e-09
4,	0.51889231731749096976,	 8.2600593032111646608e-14
