s, 	 Rs, 	 dRs
0, 	-0.80000000000000004441, 	1
0.010101010101010101869, 	-0.78958694496451931055, 	1.0623504338400473479
0.020202020202020203737, 	-0.77852800413917999656, 	1.1277767011211836667
0.030303030303030303871, 	-0.76679561573178600664, 	1.1955636034404708568
0.040404040404040407475, 	-0.75437004778322147569, 	1.2648786259815698596
0.050505050505050504139, 	-0.74124049208794973165, 	1.3347911988696656849
0.060606060606060607743, 	-0.72740592740592746601, 	1.4042989977055913009
0.070707070707070704407, 	-0.71287568560295833109, 	1.4723602315739909852
0.08080808080808081495, 	-0.69766966832318244585, 	1.5379302166116031181
0.090909090909090911614, 	-0.68181818181818176772, 	1.6000000000000003109
0.10101010101010100828, 	-0.66536138200749794791, 	1.6576344681103387657
0.11111111111111110494, 	-0.64834834834834831341, 	1.7100073046018993139
0.12121212121212121549, 	-0.63083583083583083528, 	1.7564303828040093158
0.13131313131313132603, 	-0.61288673661555015393, 	1.7963756602899707548
0.14141414141414140881, 	-0.59456843887981614127, 	1.8294883287317582621
0.15151515151515151936, 	-0.57595099935525473356, 	1.8555907650520597763
0.1616161616161616299, 	-0.55710539622064647602, 	1.8746776241697513665
0.17171717171717171269, 	-0.53810184222083534689, 	1.8869031099288366971
0.18181818181818182323, 	-0.51900826446280989845, 	1.892561983471074516
0.19191919191919190602, 	-0.49988899988899987425, 	1.8920661755826593264
0.20202020202020201656, 	-0.48080374095411693158, 	1.8859189557444326901
0.2121212121212121271, 	-0.46180674671240706797, 	1.8746885012459952868
0.22222222222222220989, 	-0.44294631710362047938, 	1.8589824517106428026
0.23232323232323232043, 	-0.42426451392654179751, 	1.839424684497389606
0.24242424242424243097, 	-0.40579710144927533255, 	1.8166351606805291041
0.25252525252525254151, 	-0.38757367293952649234, 	1.7912133169534900645
0.26262626262626265206, 	-0.36961792630582435137, 	1.7637251500868105225
0.27272727272727270709, 	-0.35194805194805200976, 	1.7346938775510205577
0.28282828282828281763, 	-0.3345771981126379746, 	1.7045938678904728469
0.29292929292929292817, 	-0.31751398280323900325, 	1.6738474147940713976
0.30303030303030303871, 	-0.30076302594288206738, 	1.6428238704000828196
0.31313131313131314926, 	-0.28432548046149280774, 	1.6118406436555354766
0.3232323232323232598, 	-0.26819954586944871888, 	1.5811655951377667773
0.33333333333333331483, 	-0.25238095238095237249, 	1.5510204081632652517
0.34343434343434342537, 	-0.2368634075951149276, 	1.5215845767218250106
0.35353535353535353591, 	-0.22163900104680725467, 	1.4929997156049554796
0.36363636363636364646, 	-0.2066985645933014093, 	1.4653739612188365626
0.373737373737373757, 	-0.19203198864428472348, 	1.4387862892370857359
0.38383838383838381203, 	-0.17762849573873196185, 	1.4132906253978188005
0.39393939393939392257, 	-0.16347687400318983153, 	1.3889196675900277178
0.40404040404040403311, 	-0.14956567367634565624, 	1.3656883709911968872
0.41414141414141414366, 	-0.13588337023451524388, 	1.3435970740490124076
0.4242424242424242542, 	-0.12241849777394800403, 	1.3226342624828730798
0.43434343434343436474, 	-0.10915975626046833802, 	1.3027789822713491397
0.44444444444444441977, 	-0.096096096096096123018, 	1.2840029218407598144
0.45454545454545453032, 	-0.083216783216783218879, 	1.2662721893491122316
0.46464646464646464086, 	-0.070511447656927211947, 	1.2495488139213626333
0.4747474747474747514, 	-0.057970118218565416801, 	1.2337920006550517904
0.48484848484848486194, 	-0.045583245583245599053, 	1.2189591687661185393
0.49494949494949497248, 	-0.033341715914329966841, 	1.2050068008470928849
0.50505050505050508303, 	-0.021236856724612646063, 	1.1918911292213592024
0.51515151515151513806, 	-0.0092604365331638155423, 	1.179568683065186363
0.52525252525252530411, 	0.0025953403915044553907, 	1.1679967175279171165
0.53535353535353535914, 	0.014337843106961845052, 	1.1571335436460847834
0.54545454545454541417, 	0.025974025974025927166, 	1.1469387755102040671
0.55555555555555558023, 	0.037510442773600743971, 	1.137373508960370927
0.56565656565656563526, 	0.048953262335176842002, 	1.1284004440903756539
0.57575757575757580131, 	0.060308285163776537141, 	1.119983962043502812
0.58585858585858585634, 	0.071580960649786584682, 	1.1120901649877825701
0.59595959595959591137, 	0.082776404528670341487, 	1.1046868867571491002
0.60606060606060607743, 	0.093899416326856957604, 	1.0977436804255051861
0.61616161616161613246, 	0.10495449658796265902, 	1.0912317880279842619
0.62626262626262629851, 	0.11594586372149237596, 	1.0851240967412709715
0.63636363636363635354, 	0.1268774703557311867, 	1.0793950850661624408
0.6464646464646465196, 	0.13775301910895132451, 	1.0740207619044379594
0.65656565656565657463, 	0.14857597771941410958, 	1.0689786008735775447
0.66666666666666662966, 	0.15934959349593497135, 	1.0642474717430101538
0.67676767676767679571, 	0.17007690706780315137, 	1.0598075704919378559
