dt,	 iterations
1,	 148905.0
5,	 35940.0
10,	 20784.0
20,	 12876.0
30,	 10025.0
40,	 8009.0
50,	 7419.0
75,	 5837.0
100,	 4852.0
125,	 3697.0
150,	 3729.0
