dt,	 cputime
1,	 0.564214
5,	 0.115057
10,	 0.05849
20,	 0.030297
30,	 0.020674
40,	 0.015074
50,	 0.013005
75,	 0.018561
100,	 0.007135
125,	 0.008781
150,	 0.008804
