dt,	 iterations
1,	 7346569.0
5,	 1750929.0
10,	 947324.0
20,	 508886.0
30,	 341103.0
40,	 274722.0
50,	 226364.0
75,	 149110.0
100,	 131683.0
125,	 105287.0
150,	 72979.0
