dt,	 iterations
1,	 324296.0
5,	 77819.0
10,	 44284.0
20,	 26601.0
30,	 19993.0
40,	 15082.0
50,	 13948.0
75,	 10395.0
100,	 8331.0
125,	 5775.0
150,	 6163.0
