dt,	 cputime
1,	 31.7095
5,	 6.50636
10,	 3.26757
20,	 1.64261
30,	 1.07693
40,	 0.829749
50,	 0.66554
75,	 0.421134
100,	 0.335997
125,	 0.256836
150,	 0.17404
