dt,	 iterations
1,	 7267956.0
5,	 1958975.0
10,	 1138872.0
20,	 663954.0
30,	 479105.0
40,	 399087.0
50,	 338414.0
75,	 240156.0
100,	 208356.0
125,	 167455.0
150,	 117847.0
