dt,	 iterations
1,	 3057795.0
5,	 806937.0
10,	 498836.0
20,	 310628.0
30,	 227288.0
40,	 199481.0
50,	 176872.0
75,	 128111.0
100,	 122197.0
125,	 99540.0
150,	 66337.0
