dt,	 iterations
1,	 9262862.0
5,	 2351952.0
10,	 1339404.0
20,	 742546.0
30,	 512993.0
40,	 410465.0
50,	 337215.0
75,	 222084.0
100,	 180350.0
125,	 138884.0
150,	 94116.0
