dt,	 cputime
1,	 0.566361
5,	 0.11555
10,	 0.058866
20,	 0.030517
30,	 0.043176
40,	 0.026294
50,	 0.027303
75,	 0.018703
100,	 0.007223
125,	 0.008933
150,	 0.00894
