dt,	 iterations
1,	 203109.0
5,	 42224.0
10,	 21645.0
20,	 11587.0
30,	 8111.0
40,	 5941.0
50,	 5387.0
75,	 3916.0
100,	 3182.0
125,	 2360.0
150,	 2448.0
