dt,	 iterations
1,	 240654.0
5,	 53282.0
10,	 29276.0
20,	 16808.0
30,	 12016.0
40,	 9164.0
50,	 7996.0
75,	 5582.0
100,	 4036.0
125,	 2100.0
150,	 2128.0
