dt,	 iterations
1,	 12762097.0
5,	 2901297.0
10,	 1620519.0
20,	 932032.0
30,	 663287.0
40,	 544749.0
50,	 456516.0
75,	 309868.0
100,	 262476.0
125,	 205570.0
150,	 141401.0
