dt,	 iterations
1,	 6694092.0
5,	 1590148.0
10,	 899242.0
20,	 536249.0
30,	 398483.0
40,	 339652.0
50,	 296522.0
75,	 220617.0
100,	 194548.0
125,	 162255.0
150,	 118969.0
