dt,	 iterations
1,	 243880.0
5,	 52566.0
10,	 28660.0
20,	 16006.0
30,	 11156.0
40,	 8304.0
50,	 7236.0
75,	 5026.0
100,	 3618.0
125,	 1838.0
150,	 1886.0
