dt,	 iterations
1,	 215765.0
5,	 49817.0
10,	 26810.0
20,	 14693.0
30,	 10471.0
40,	 7788.0
50,	 6825.0
75,	 4597.0
100,	 3657.0
125,	 2524.0
150,	 2422.0
