dt,	 iterations
1,	 5948470.0
5,	 1723783.0
10,	 1035811.0
20,	 643736.0
30,	 473170.0
40,	 409752.0
50,	 357122.0
75,	 258715.0
100,	 238894.0
125,	 196359.0
150,	 136822.0
