dt,	 iterations
1,	 243472.0
5,	 52184.0
10,	 28530.0
20,	 15852.0
30,	 10900.0
40,	 7894.0
50,	 6892.0
75,	 4572.0
100,	 3278.0
125,	 1654.0
150,	 1686.0
