dt,	 iterations
1,	 10230269.0
5,	 2737646.0
10,	 1540771.0
20,	 889386.0
30,	 645751.0
40,	 541303.0
50,	 464113.0
75,	 332156.0
100,	 277631.0
125,	 217501.0
150,	 152338.0
