dt,	 cputime
10,	 0.701212666667
25,	 0.303795566667
50,	 0.170300533333
75,	 0.106175266667
100,	 0.0625287666667
150,	 0.0886880666667
200,	 0.0731878
250,	 0.0595319
300,	 0.0458325666667
400,	 0.0284166
500,	 0.0239288666667
600,	 0.0228366
700,	 0.0198849666667
800,	 0.0155859333333
900,	 0.0164625333333
1000,	 0.0161637333333
