dt,	 cputime
1,	 32.651
5,	 6.68831
10,	 3.41236
20,	 1.72997
30,	 1.14238
40,	 0.89392
50,	 0.723733
75,	 0.465338
100,	 0.381597
125,	 0.292744
150,	 0.19798
