dt,	 iterations
1,	 9491500.0
5,	 2100997.0
10,	 1127230.0
20,	 612795.0
30,	 420078.0
40,	 334088.0
50,	 274896.0
75,	 179515.0
100,	 146241.0
125,	 110423.0
150,	 72953.0
