dt,	 iterations
1,	 304843.0
5,	 72677.0
10,	 41148.0
20,	 24694.0
30,	 18611.0
40,	 13926.0
50,	 13072.0
75,	 9806.0
100,	 7924.0
125,	 5447.0
150,	 5898.0
