dt,	 cputime
1,	 0.514394
5,	 0.102975
10,	 0.051728
20,	 0.026078
30,	 0.017566
40,	 0.012363
50,	 0.010744
75,	 0.007581
100,	 0.005761
125,	 0.003973
150,	 0.009592
