dt,	 cputime
1,	 31.2478
5,	 6.45544
10,	 3.503
20,	 1.91921
30,	 1.30679
40,	 1.0071
50,	 0.809107
75,	 0.519338
100,	 0.419169
125,	 0.318426
150,	 0.21547
