dt,	 iterations
1,	 258672.0
5,	 71914.0
10,	 40888.0
20,	 22952.0
30,	 16542.0
40,	 12578.0
50,	 10866.0
75,	 7488.0
100,	 5658.0
125,	 3884.0
150,	 3748.0
