dt,	 iterations
1,	 9562435.0
5,	 2059299.0
10,	 1087996.0
20,	 591647.0
30,	 415512.0
40,	 335490.0
50,	 281152.0
75,	 193374.0
100,	 161069.0
125,	 125159.0
150,	 87298.0
