dt,	 cputime
1,	 30.5281
5,	 6.14488
10,	 3.14029
20,	 1.54904
30,	 1.02748
40,	 0.79964
50,	 0.63746
75,	 0.402829
100,	 0.3252
125,	 0.247212
150,	 0.167016
