dt,	 iterations
1,	 3293088.0
5,	 871952.0
10,	 529455.0
20,	 325062.0
30,	 238374.0
40,	 207251.0
50,	 181638.0
75,	 129016.0
100,	 119099.0
125,	 96787.0
150,	 65100.0
