dt,	 iterations
1,	 4775654.0
5,	 1361750.0
10,	 816251.0
20,	 492523.0
30,	 357575.0
40,	 304719.0
50,	 262113.0
75,	 186066.0
100,	 169320.0
125,	 136883.0
150,	 93235.0
