dt,	 cputime
1,	 0.540399
5,	 0.110631
10,	 0.05581
20,	 0.02864
30,	 0.019574
40,	 0.025913
50,	 0.020762
75,	 0.014229
100,	 0.013103
125,	 0.009032
150,	 0.009048
