dt,	 cputime
1,	 0.531314
5,	 0.107476
10,	 0.054451
20,	 0.027654
30,	 0.018591
40,	 0.013153
50,	 0.011351
75,	 0.007789
100,	 0.005857
125,	 0.004034
150,	 0.003989
