dt,	 cputime
1,	 31.7255
5,	 6.53588
10,	 3.28609
20,	 1.65688
30,	 1.08866
40,	 0.835466
50,	 0.673519
75,	 0.42333
100,	 0.344212
125,	 0.260957
150,	 0.172678
