dt,	 iterations
1,	 239966.0
5,	 53236.0
10,	 29304.0
20,	 16854.0
30,	 12076.0
40,	 9162.0
50,	 8052.0
75,	 5612.0
100,	 4076.0
125,	 2130.0
150,	 2146.0
