dt,	 iterations
1,	 10060513.0
5,	 2308758.0
10,	 1267177.0
20,	 722749.0
30,	 509554.0
40,	 422892.0
50,	 358275.0
75,	 246857.0
100,	 216209.0
125,	 168096.0
150,	 111323.0
