dt,	 cputime
1,	 0.540878
5,	 0.111001
10,	 0.056431
20,	 0.028769
30,	 0.019354
40,	 0.013634
50,	 0.011742
75,	 0.008065
100,	 0.006382
125,	 0.004458
150,	 0.004465
