dt,	 iterations
1,	 15548890.0
5,	 3675472.0
10,	 2104596.0
20,	 1239377.0
30,	 898722.0
40,	 752891.0
50,	 639781.0
75,	 447660.0
100,	 384059.0
125,	 298055.0
150,	 202645.0
