dt,	 iterations
1,	 226077.0
5,	 62647.0
10,	 37649.0
20,	 23312.0
30,	 17490.0
40,	 13361.0
50,	 12247.0
75,	 9066.0
100,	 7542.0
125,	 5115.0
150,	 5080.0
