dt,	 iterations
1,	 6773947.0
5,	 1844838.0
10,	 1114743.0
20,	 662314.0
30,	 497456.0
40,	 435952.0
50,	 384437.0
75,	 281290.0
100,	 244921.0
125,	 198578.0
150,	 143668.0
