dt,	 iterations
1,	 201532.0
5,	 48488.0
10,	 27660.0
20,	 15527.0
30,	 11239.0
40,	 8155.0
50,	 7492.0
75,	 5502.0
100,	 4569.0
125,	 3375.0
150,	 3686.0
