dt,	 iterations
1,	 176168.0
5,	 52787.0
10,	 32514.0
20,	 20227.0
30,	 15486.0
40,	 11791.0
50,	 11069.0
75,	 8539.0
100,	 7226.0
125,	 5112.0
150,	 5457.0
