snp, Rnp, dRnp
0, -3.61041178860578, 3.28489704211865
0.0101010101010101, -3.57638949687425, 3.44887191228366
0.0202020202020202, -3.54083626130079, 3.5840866368997
0.0303030303030303, -3.50413186311105, 3.67590991186342
0.0404040404040404, -3.46671464566329, 3.72671159757965
0.0505050505050505, -3.4289427989298, 3.74841479960927
0.0606060606060606, -3.39104259274646, 3.75410805086547
0.0707070707070707, -3.35312230373117, 3.75370464140956
0.0808080808080808, -3.31521008722742, 3.75322708011138
0.0909090909090909, -3.27728940690446, 3.75569628502466
0.101010101010101, -3.23932353812419, 3.76226052334939
0.111111111111111, -3.20126984284339, 3.77305733928448
0.121212121212121, -3.16308701736007, 3.7877515118126
0.131313131313131, -3.12473820508303, 3.80583245487744
0.141414141414141, -3.08619192353318, 3.82676300846443
0.151515151515152, -3.04742194999254, 3.85004543733656
0.161616161616162, -3.00840678135192, 3.87524468450737
0.171717171717172, -2.96912897568892, 3.90199118843616
0.181818181818182, -2.92957451634256, 3.92997496011119
0.191919191919192, -2.88973225389905, 3.95893672611098
0.202020202020202, -2.8495934402866, 3.98865883235748
0.212121212121212, -2.80915135084897, 4.01895702579905
0.222222222222222, -2.76840098332367, 4.04967346677955
0.232323232323232, -2.72733882108263, 4.08067097778978
0.242424242424242, -2.68596264875817, 4.11182839479084
0.252525252525253, -2.644271409988, 4.1430368467567
0.262626262626263, -2.6022650987788, 4.17419679263069
0.272727272727273, -2.55994467761652, 4.20521566557533
0.282828282828283, -2.51731201684157, 4.23600599953038
0.292929292929293, -2.47436985094592, 4.26648393713021
0.303030303030303, -2.43112174836061, 4.29656803889819
0.313131313131313, -2.38757209202075, 4.32617833087667
0.323232323232323, -2.3437260685574, 4.35523554170616
0.333333333333333, -2.29958966440293, 4.38366049112008
0.343434343434343, -2.25516966743551, 4.41137360039861
0.353535353535354, -2.21047367305082, 4.43829450200584
0.363636363636364, -2.16551009375172, 4.46434173082577
0.373737373737374, -2.12028817150314, 4.4894324834438
0.383838383838384, -2.07481799221978, 4.51348243505259
0.393939393939394, -2.0291105018467, 4.53640560599764
0.404040404040404, -1.98317752356349, 4.55811427187671
0.414141414141414, -1.93703177569655, 4.57851891258779
0.424242424242424, -1.89068688996411, 4.59752819687712
0.434343434343434, -1.84415742970927, 4.61504899984
0.444444444444444, -1.79745890779766, 4.63098645152916
0.454545454545455, -1.75060780387286, 4.6452440153673
0.464646464646465, -1.70362158067295, 4.65772359547499
0.474747474747475, -1.65651869911962, 4.6683256723352
0.484848484848485, -1.60931863189523, 4.67694946644017
0.494949494949495, -1.56204187522656, 4.68349312971874
0.505050505050505, -1.51470995859506, 4.6878539646335
0.515151515151515, -1.46734545209461, 4.6899286708746
0.525252525252525, -1.41997197115833, 4.68961361956821
0.535353535353535, -1.37261417837723, 4.68680515486586
0.545454545454545, -1.32529778213505, 4.68139992269146
0.555555555555556, -1.27804953178669, 4.67329522629763
0.565656565656566, -1.23089720911187, 4.66238940812559
0.575757575757576, -1.1838696157815, 4.64858225727532
0.585858585858586, -1.13699655658266, 4.63177544167742
0.595959595959596, -1.09030881815815, 4.61187296381726
0.606060606060606, -1.0438381430296, 4.5887816385985
0.616161616161616, -0.997617198688979, 4.56241159164921
0.626262626262626, -0.95167954156166, 4.53267677607298
0.636363636363636, -0.906059575666225, 4.49949550533299
0.646464646464647, -0.860792505821106, 4.46279099963235
0.656565656565657, -0.81591428527641, 4.42249194282451
0.666666666666667, -0.771461557680924, 4.3785330465565
0.676767676767677, -0.727471593329311, 4.33085561802146
0.686868686868687, -0.683982219672643, 4.27940812738042
0.696969696969697, -0.641031746116803, 4.22414677061247
0.707070707070707, -0.598658883177535, 4.16503602327382
0.717171717171717, -0.556902656107855, 4.10204918039603
0.727272727272727, -0.515802313162851, 4.03516887753858
0.737373737373737, -0.47539722871816, 3.96438758783758
0.747474747474748, -0.435726801511173, 3.88970808976668
0.757575757575758, -0.39683034832783, 3.81114390025581
0.767676767676768, -0.358746993512029, 3.72871966780184
0.777777777777778, -0.321515554728679, 3.64247152025985
0.787878787878788, -0.285174425464502, 3.55244736212766
0.797979797979798, -0.249761454802145, 3.45870711633351
0.808080808080808, -0.215313825052272, 3.36132290580938
0.818181818181818, -0.181867927874247, 3.26037917048264
0.828282828282828, -0.149459239558036, 3.15597271574463
0.838383838383838, -0.118122196177311, 3.04821268895679
0.848484848484849, -0.0878900693556383, 2.9372204811282
0.858585858585859, -0.0587948434133946, 2.82312955153946
0.868686868686869, -0.0308670946820362, 2.70608517378968
0.878787878787879, -0.0041358737839747, 2.58624410249825
0.888888888888889, 0.0213714083199556, 2.4637741606921
0.898989898989899, 0.0456290897179165, 2.33885374874124
0.909090909090909, 0.0686133615848767, 2.21167127655849
0.919191919191919, 0.0903023661080041, 2.08242452164183
0.929292929292929, 0.1106762875672, 1.95131991639415
0.939393939393939, 0.129717435877304, 1.81857176899362
0.94949494949495, 0.147410321945736, 1.68440142289241
0.95959595959596, 0.163741724254531, 1.54903636077933
0.96969696969697, 0.178700746138225, 1.41270925953895
0.97979797979798, 0.192278863298256, 1.27565700336367
0.98989898989899, 0.204469961169641, 1.13811966271397
1, 0.215270361835731, 1.00033944726648
