dt,	 cputime
1,	 0.536573
5,	 0.108916
10,	 0.055128
20,	 0.028086
30,	 0.035377
40,	 0.027456
50,	 0.021664
75,	 0.013502
100,	 0.010239
125,	 0.007636
150,	 0.008388
