dt,	 iterations
1,	 243768.0
5,	 52626.0
10,	 28542.0
20,	 15910.0
30,	 11130.0
40,	 8242.0
50,	 7142.0
75,	 4956.0
100,	 3574.0
125,	 1828.0
150,	 1842.0
