dt,	 iterations
1,	 205025.0
5,	 43229.0
10,	 22399.0
20,	 11886.0
30,	 8341.0
40,	 6150.0
50,	 5466.0
75,	 4043.0
100,	 3298.0
125,	 2444.0
150,	 2621.0
