dt,	 iterations
1,	 8633361.0
5,	 2020804.0
10,	 1120752.0
20,	 631006.0
30,	 438285.0
40,	 355331.0
50,	 295043.0
75,	 194071.0
100,	 163128.0
125,	 122729.0
150,	 80284.0
