dt,	 cputime
1,	 0.512951
5,	 0.102646
10,	 0.051805
20,	 0.026122
30,	 0.035701
40,	 0.02515
50,	 0.019694
75,	 0.012313
100,	 0.011218
125,	 0.008447
150,	 0.008436
