dt,	 iterations
1,	 9595817.0
5,	 2199086.0
10,	 1220460.0
20,	 701183.0
30,	 495073.0
40,	 413369.0
50,	 351323.0
75,	 241982.0
100,	 218046.0
125,	 170989.0
150,	 112425.0
