dt,	 iterations
1,	 234032.0
5,	 56130.0
10,	 32659.0
20,	 19217.0
30,	 14194.0
40,	 10744.0
50,	 9727.0
75,	 6960.0
100,	 5472.0
125,	 3553.0
150,	 3446.0
