dt,	 cputime
1,	 31.7552
5,	 6.37523
10,	 3.18234
20,	 1.6092
30,	 1.04623
40,	 0.810536
50,	 0.646861
75,	 0.410222
100,	 0.327998
125,	 0.251715
150,	 0.168253
