dt,	 cputime
1,	 0.544634
5,	 0.111635
10,	 0.056691
20,	 0.028582
30,	 0.019239
40,	 0.013647
50,	 0.013011
75,	 0.010346
100,	 0.008029
125,	 0.01108
150,	 0.011099
