dt,	 iterations
1,	 219748.0
5,	 51353.0
10,	 27053.0
20,	 14856.0
30,	 10502.0
40,	 7769.0
50,	 6689.0
75,	 4648.0
100,	 3619.0
125,	 2443.0
150,	 2378.0
